rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Wifi,Dedicated workspace,TV,Air conditioning,Shared patio or balcony,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Kitchen,Elevator,Hair dryer,Refrigerator,Smoke alarm,Guest favorite,Pets allowed,Washer,Dryer,43 inch HDTV with standard cable,High chair,50 inch TV with Netflix, HBO Max, standard cable,Free washer – In unit,Free dryer – In unit,Free parking on premises,Long term stays allowed,Paid parking off premises,City skyline view,Patio or balcony,Challenger refrigerator,Paid parking lot off premises,Free street parking,Fast wifi – 51 Mbps,50 inch HDTV with standard cable,Samsung refrigerator,Backyard,Lg refrigerator,Private patio or balcony,Luggage dropoff allowed,Mountain view,Fast wifi – 311 Mbps,55 inch TV with HBO Max, standard cable,Paid dryer,Paid washer – In building,Paid dryer – In building,42 inch HDTV,Paid washer – In unit,Free parking garage on premises – 1 space,Fast wifi – 230 Mbps,Crib,Fast wifi – 78 Mbps,50 inch HDTV,Indoor fireplace,Free washer – In building,Free dryer – In building,Courtyard view,32 inch TV with Netflix,Fast wifi – 133 Mbps,HDTV,Free parking garage on premises,HDTV with HBO Max, Roku,Fast wifi – 431 Mbps,HDTV with standard cable,Free carport on premises,Fast wifi – 314 Mbps,HDTV with Netflix,Washer – In unit,Shared pool,Shared hot tub,Shared sauna,Garden view,Fast wifi – 50 Mbps,TV with Netflix, standard cable, Roku,Fire pit,Smoking allowed,65 inch HDTV,Free washer,Bathtub,Indoor fireplace: gas,Wifi – 40 Mbps,HDTV with Amazon Prime Video, Netflix, standard cable,Fast wifi – 251 Mbps,Free residential garage on premises – 1 space,50 inch HDTV with Netflix,Fast wifi – 239 Mbps,HDTV with Netflix, Roku, HBO Max,Free carport on premises – 1 space,50 inch TV,43 inch HDTV with Netflix, Roku,Alexa sound system,52 inch HDTV with standard cable,HDTV with premium cable,Fast wifi – 269 Mbps,Free residential garage on premises – 2 spaces,Park view,Fast wifi – 244 Mbps,50 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, standard cable,TV with standard cable,Washer – In building,43 inch HDTV with Netflix,32 inch HDTV with premium cable,43 inch HDTV,Paid parking garage on premises,Shared indoor pool - available all year, open specific hours, heated,Resort view,45 inch HDTV with Amazon Prime Video, Disney+, Netflix, Roku,Dryer – In building,Hot tub,Fast wifi – 493 Mbps,Shared indoor pool - heated,47 inch HDTV with Amazon Prime Video, HBO Max, premium cable, standard cable,TV with Netflix, Roku, Amazon Prime Video,Fast wifi – 276 Mbps,60 inch HDTV with Netflix, HBO Max, Amazon Prime Video, Disney+, standard cable,Wifi – 34 Mbps,Paid parking on premises,50 inch HDTV with Amazon Prime Video, Netflix,HDTV with standard cable, Netflix,Shared indoor pool - available all year, heated, infinity, lap pool,55 inch HDTV with Netflix, standard cable,52 inch HDTV with Netflix, standard cable,Free parking on premises – 1 space,Shared indoor pool - available all year, open specific hours, heated, infinity, rooftop,43 inch HDTV with Amazon Prime Video, Apple TV, premium cable,Free dryer,Fast wifi – 352 Mbps,TV with Netflix,Shared backyard,Private backyard – Fully fenced,Children’s books and toys,Fast wifi – 262 Mbps,Shared indoor pool - open specific hours, heated, pool cover,32 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix,Fast wifi – 164 Mbps,32 inch HDTV with standard cable,40 inch HDTV with DVD player,Shared backyard – Fully fenced,Free residential garage on premises,TV with Disney+, HBO Max, standard cable,Gym in building,HDTV with Amazon Prime Video, Netflix,Fast wifi – 318 Mbps,Shared backyard – Not fully fenced,Shared indoor pool - available seasonally, open specific hours, infinity, lap pool, rooftop,42 inch TV,Fast wifi – 204 Mbps,Shared indoor pool - available all year, heated, lap pool, rooftop,Pool,HDTV with Roku,42 inch HDTV with Netflix,Mabe refrigerator,55 inch HDTV with premium cable,Wifi – 43 Mbps,Fast wifi – 108 Mbps,42 inch HDTV with Netflix, premium cable, standard cable,32 inch HDTV with Netflix,Paid washer,Fast wifi – 277 Mbps,Private indoor pool - available all year, open specific hours, heated, infinity, lap pool, pool cover, rooftop,HDTV with Fire TV, Netflix, standard cable,Dryer – In unit,45 inch HDTV,35 inch HDTV,Lake view,Gym,Fast wifi – 216 Mbps,55 inch HDTV with premium cable, Amazon Prime Video, Apple TV,Indoor fireplace: electric,Fast wifi – 223 Mbps,50 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, premium cable,Free driveway parking on premises – 1 space,40 inch HDTV with Amazon Prime Video,Fast wifi – 187 Mbps,60 inch HDTV with Amazon Prime Video,Shared pool - available all year,60 inch HDTV,TV with Netflix, Roku,Sauna,Fast wifi – 241 Mbps,40 inch TV with Roku,Shared outdoor pool - available seasonally, open specific hours, heated,Fast wifi – 256 Mbps,Private backyard – Not fully fenced,Fast wifi – 102 Mbps,Fast wifi – 199 Mbps,43 inch HDTV with HBO Max, Netflix,43 inch TV with Netflix, standard cable,Fast wifi – 96 Mbps,42 inch HDTV with Chromecast,43 inch TV,EV charger,35 inch TV,Shared gym in building,TV with Roku,Shared indoor pool - available all year, open specific hours, heated, lap pool,TV with premium cable,40 inch HDTV,Shared hot tub - available all year, open specific hours,Sound system
1,2570,1275,0,1295,0,0,0,0,0,1228642019538622577,Apartment in Chapinero,01/18/25 - 01/21/25,59,5,3,5,5.0 (3),1,https://www.airbnb.com/rooms/1228642019538622577?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,17,3,51,0.864406779661017,8,0,8,0.13559322033898305,,true,true,true,true,true,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2560,1265,0,1295,0,0,0,0,0,1292946682942972905,Apartment in Chapinero,01/18/25 - 01/21/25,70,7,3,5,5.0 (13),1,https://www.airbnb.com/rooms/1292946682942972905?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,17,3,64,0.9142857142857143,8,10,18,0.2571428571428571,,true,true,true,,,,true,false,,true,true,true,true,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2535,1240,0,1295,0,0,0,0,0,1260904954024552151,Apartment in Bogotá,01/18/25 - 01/21/25,77,12,4,5,5.0 (5),1,https://www.airbnb.com/rooms/1260904954024552151?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,18,3,55,0.7142857142857143,11,11,22,0.2857142857142857,1 bed,true,,true,,,true,,false,,,true,,,,false,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2500,1205,0,1295,0,0,0,0,0,1039720439525885058,Loft in Bogotá,01/18/25 - 01/21/25,84,19,5,5,5.0 (5),1,https://www.airbnb.com/rooms/1039720439525885058?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,19,3,71,0.8452380952380952,14,12,26,0.30952380952380953,,true,true,true,,,,,false,,true,true,,true,,false,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2500,1205,0,1295,0,0,0,0,0,810976261964387132,Apartment in Teusaquillo,01/18/25 - 01/21/25,84,19,10,5,5.0 (28),1,https://www.airbnb.com/rooms/810976261964387132?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,24,3,72,0.8571428571428571,0,12,12,0.14285714285714285,,true,true,,,,true,true,,,true,true,true,true,true,,true,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2490,1195,0,1295,0,0,0,0,0,1039720431281779394,Apartment in Bogotá,01/18/25 - 01/21/25,86,21,6,5,5.0 (15),1,https://www.airbnb.com/rooms/1039720431281779394?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,20,3,71,0.8255813953488372,14,12,26,0.3023255813953488,1 double bed,true,true,,,,,,false,,true,true,,true,,false,true,true,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2470,1175,0,1295,0,0,0,0,0,1166765904238896299,Apartment in Bogotá,01/18/25 - 01/21/25,90,25,16,5,5.0 (13),1,https://www.airbnb.com/rooms/1166765904238896299?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,1,0,0,0,0,,true,true,true,,,,true,false,,true,true,,,,false,true,,true,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2465,1170,0,1295,0,0,0,0,0,1239327924750407273,Apartment in Teusaquillo,01/18/25 - 01/21/25,91,26,13,5,5.0 (14),1,https://www.airbnb.com/rooms/1239327924750407273?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,94,1.032967032967033,11,0,11,0.12087912087912088,,true,true,true,,,true,,,,true,true,true,true,,,true,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2455,1160,0,1295,0,0,0,0,0,1176151269932416093,Apartment in Teusaquillo,01/18/25 - 01/21/25,93,28,9,5,5.0 (18),1,https://www.airbnb.com/rooms/1176151269932416093?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,69,0.7419354838709677,11,13,24,0.25806451612903225,2 beds,true,true,true,,,,,false,,true,true,true,,,false,true,,true,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2415,1120,0,1295,0,0,0,0,0,1206616088829600402,Apartment in Chapinero,01/18/25 - 01/21/25,101,36,15,5,5.0 (9),1,https://www.airbnb.com/rooms/1206616088829600402?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8613861386138614,0,14,14,0.13861386138613863,1 bed,true,true,true,,,true,,false,,true,true,true,,,,true,,,,,,,,,,true,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
