rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Free street parking,Pets allowed,40 inch HDTV,Washer,SAMSUNG refrigerator,Microwave,Carbon monoxide alarm,Smoke alarm,Guest favorite,Refrigerator,Dedicated workspace,TV,Private patio or balcony,Exterior security cameras on property,Free parking on premises,TV with Roku,Private backyard,Luggage dropoff allowed,Superhost,City skyline view,32 inch HDTV with premium cable,Free washer – In unit,Backyard,Mountain view,Valley view,Outdoor pool - available all year, open specific hours,Patio or balcony,Smoking allowed,Paid parking on premises,Air conditioning,Free parking garage on premises – 1 space,Pool,Shared hot tub - available all year, open specific hours,Shared sauna,TV with standard cable,Elevator,Paid dryer – In building,EV charger,Garden view,Shared pool,Samsung refrigerator,Long term stays allowed,Crib,Free driveway parking on premises – 2 spaces,Shared outdoor pool - available all year, open 24 hours,Private hot tub - available all year, open 24 hours,Fast wifi – 120 Mbps,Hot tub,River view,Shared outdoor pool - available all year, open specific hours,Mabe refrigerator,Shared hot tub,Courtyard view,Free washer – In building,Free dryer – In building,Fast wifi – 363 Mbps,Private backyard – Not fully fenced,Free carport on premises,HDTV with standard cable, Netflix,Free dryer – In unit,Lake view,Private hot tub,TV with Fire TV,AC - split type ductless system,Ae refrigerator,HDTV with Netflix,Bathtub,Fast wifi – 175 Mbps,32 inch HDTV with standard cable,Shared patio or balcony,Lake access,Shared backyard – Not fully fenced,Hair dryer,Dryer,Fast wifi – 182 Mbps,Free residential garage on premises,Shared outdoor pool - available all year, open specific hours, lap pool,55 inch HDTV with Chromecast, Disney+, Netflix,Shared outdoor pool - open specific hours, rooftop,40 inch HDTV with Netflix, standard cable,40 inch HDTV with HBO Max, Netflix,High chair,HDTV with Netflix, Amazon Prime Video, standard cable,Paid washer,Private backyard – Fully fenced,43 inch HDTV,Shared pool - available all year,Free residential garage on premises – 1 space,Central air conditioning,43 inch HDTV with standard cable,Fast wifi – 318 Mbps,HDTV with standard cable, Roku, Netflix, premium cable,Free washer,Fast wifi – 192 Mbps,43 inch HDTV with Netflix, premium cable, standard cable,Paid washer – In building,Fast wifi – 205 Mbps,Challenger refrigerator,Free carport on premises – 1 space,Private indoor pool - available all year, open specific hours, heated, lap pool,Canal view,Free driveway parking on premises,90 inch HDTV with Netflix, standard cable,55 inch HDTV,Dryer – In unit,Fire pit,HDTV with standard cable,Waterfront,Shared outdoor pool - open specific hours, infinity, lap pool, pool toys,HDTV with Netflix, standard cable
1,1250,620,0,630,0,0,0,0,0,1161748445734392798,Apartment in Bello,01/18/25 - 01/21/25,50,3,2,5,5.0 (21),1,https://www.airbnb.com/rooms/1161748445734392798?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,14,3,43,0.86,0,7,7,0.14,1 bed,true,true,true,true,true,true,true,true,true,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1235,605,0,630,0,0,0,0,0,1137941849504290394,Apartment in Bello,01/18/25 - 01/21/25,64,6,4,5,5.0 (6),1,https://www.airbnb.com/rooms/1137941849504290394?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,18,3,55,0.859375,0,9,9,0.140625,2 single beds,true,true,true,,true,,true,,,false,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1215,625,0,590,0,0,0,0,0,668176614745355885,Loft in Medellín,01/18/25 - 01/21/25,45,2,1,4.91,4.91 (105),9,https://www.airbnb.com/rooms/668176614745355885?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,13,3,39,0.8666666666666667,0,6,6,0.13333333333333333,1 bed,true,true,,,,,,,,false,false,true,,true,,,,,,,true,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1200,605,0,595,0,0,0,0,0,1137884107199127776,Apartment in Bello,01/18/25 - 01/21/25,64,6,4,4.92,4.92 (12),8,https://www.airbnb.com/rooms/1137884107199127776?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,18,3,55,0.859375,0,9,9,0.140625,2 single beds,true,true,true,,true,,true,,,false,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1195,595,0,600,0,0,0,0,0,508618914062587342,Apartment in Medellín,01/18/25 - 01/21/25,68,8,5,4.93,4.93 (43),7,https://www.airbnb.com/rooms/508618914062587342?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,19,3,56,0.8235294117647058,2,10,12,0.17647058823529413,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1190,560,0,630,0,0,0,0,0,1026689513021343791,Apartment in Bello,01/18/25 - 01/21/25,81,15,11,5,5.0 (9),1,https://www.airbnb.com/rooms/1026689513021343791?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,25,3,76,0.9382716049382716,5,0,5,0.06172839506172839,,true,true,true,,,,true,,,false,false,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1190,630,0,560,0,0,0,0,0,785472978188048653,Apartment in Medellín,01/18/25 - 01/21/25,44,1,1,4.85,4.85 (66),15,https://www.airbnb.com/rooms/785472978188048653?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,13,3,38,0.8636363636363636,0,6,6,0.13636363636363635,1 bed,,true,true,true,,,,,,false,false,,,true,,true,true,,,,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1170,565,0,605,0,0,0,0,0,767311191949937806,Loft in Bello,01/18/25 - 01/21/25,80,14,9,4.94,4.94 (17),6,https://www.airbnb.com/rooms/767311191949937806?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,69,0.8625,0,11,11,0.1375,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1170,615,0,555,0,0,0,0,0,576091346383613048,Condo in Bello,01/18/25 - 01/21/25,55,4,3,4.84,4.84 (44),16,https://www.airbnb.com/rooms/576091346383613048?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,16,3,48,0.8727272727272727,0,7,7,0.12727272727272726,,true,true,true,,,,,,,false,false,true,true,,true,true,,,,,,,,,true,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1165,610,0,555,0,0,0,0,0,24173124,Apartment in Bello,01/18/25 - 01/21/25,56,5,3,4.84,4.84 (69),16,https://www.airbnb.com/rooms/24173124?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,16,3,48,0.8571428571428571,0,8,8,0.14285714285714285,,,true,true,,true,,,,,,,,,true,,true,,true,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,
