rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Lake access,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Backyard,Luggage dropoff allowed,Breakfast,Carbon monoxide alarm,Smoke alarm,Superhost,Guest favorite,guest_favorite,City skyline view,Courtyard view,Kitchen,Private pool - available all year, open specific hours,Mountain view,Free carport on premises – 2 spaces,Washer,Private patio or balcony,Free parking on premises – 1 space,Private outdoor pool - available all year, open specific hours,Valley view,Free street parking,TV with standard cable,Paid washer – In unit,Patio or balcony,TV,Free washer – In unit,Dryer,Refrigerator,Free parking garage on premises – 1 space,Shared pool,HDTV with standard cable,Free dryer – In unit
1,120,60,0,60,0,0,0,0,0,1242202655259069221,Cabin in Barichara,01/18/25 - 01/21/25,105,1,1,5,5.0 (3),1,https://www.airbnb.com/rooms/1242202655259069221?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,30,3,90,0.8571428571428571,0,15,15,0.14285714285714285,1 double bed,true,true,true,true,true,true,true,true,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,
2,100,40,0,60,0,0,0,0,0,918148046950653348,Cabin in Barichara,01/18/25 - 01/21/25,192,5,7,5,5.0 (3),1,https://www.airbnb.com/rooms/918148046950653348?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,55,3,165,0.859375,0,27,27,0.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,95,45,0,50,0,0,0,0,0,962369204269879924,Cottage in Barichara,01/18/25 - 01/21/25,177,4,5,4.96,4.96 (27),3,https://www.airbnb.com/rooms/962369204269879924?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,51,3,152,0.8587570621468926,0,25,25,0.14124293785310735,1 queen bed,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,
4,95,55,0,40,0,0,0,0,0,45054254,Apartment in Barichara,01/18/25 - 01/21/25,119,2,2,4.91,4.91 (98),5,https://www.airbnb.com/rooms/45054254?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,117,0.9831932773109243,0,17,17,0.14285714285714285,2 beds,,true,,true,,,,,false,false,,true,true,,,true,,,,,true,,,,,,,,true,true,true,true,,,,
5,90,35,0,55,0,0,0,0,0,971762055772532618,Home in Barichara,01/18/25 - 01/21/25,205,6,6,4.99,4.99 (93),2,https://www.airbnb.com/rooms/971762055772532618?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,53,3,160,0.7804878048780488,16,29,45,0.21951219512195122,6 beds,,true,true,,true,,,,false,false,,true,true,,,true,,true,true,true,true,,,,,,,,,,,,,,,
6,85,25,0,60,0,0,0,0,0,1106515589822941381,Home in Barichara,01/18/25 - 01/21/25,274,8,9,5,5.0 (23),1,https://www.airbnb.com/rooms/1106515589822941381?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,76,3,227,0.8284671532846716,8,39,47,0.17153284671532848,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,
7,85,45,0,40,0,0,0,0,0,35489762,Apartment in Barichara,01/18/25 - 01/21/25,177,4,4,4.91,4.91 (167),5,https://www.airbnb.com/rooms/35489762?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,46,3,223,1.2598870056497176,16,25,41,0.23163841807909605,,,true,,,true,,,,false,false,,true,true,,,true,,,,,,,,,,,,,,true,,,true,true,true,true
8,85,50,0,35,0,0,0,0,0,53843002,Cabin in Barichara,01/18/25 - 01/21/25,128,3,3,4.9,4.9 (69),6,https://www.airbnb.com/rooms/53843002?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,110,0.859375,0,18,18,0.140625,1 queen bed,,true,true,true,,true,true,true,false,false,,true,true,,,,,,,,true,,,,,,,,true,,,,,,,
9,80,20,0,60,0,0,0,0,0,675616418480373697,Vacation home in Barichara,01/18/25 - 01/21/25,321,9,10,5,5.0 (18),1,https://www.airbnb.com/rooms/675616418480373697?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,92,3,276,0.8598130841121495,0,45,45,0.14018691588785046,,,true,true,true,true,,,,false,false,,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,
10,75,30,0,45,0,0,0,0,0,539152458681535178,Home in Barichara,01/18/25 - 01/21/25,220,7,8,4.95,4.95 (96),4,https://www.airbnb.com/rooms/539152458681535178?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,58,3,173,0.7863636363636364,16,31,47,0.21363636363636362,8 beds,,true,true,,true,,,,false,false,,true,true,,true,true,,true,,,,true,true,,,,,,,,,,,,,
