rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,rare_find,Kitchen,Wifi,Dedicated workspace,Hot tub,Pets allowed,TV with Fire TV,Elevator,Washer,Carbon monoxide alarm,Smoke alarm,Free parking on premises,TV,Air conditioning,Exterior security cameras on property,City skyline view,Mountain view,75 inch HDTV with Amazon Prime Video,HBO Max,Hulu,Netflix,Free washer – In unit,Free dryer – In unit,Fast wifi – 200 Mbps,Pool,Shared sauna,Wifi – 11 Mbps,Private outdoor pool - available all year,open 24 hours,heated,Private hot tub - available all year,Free parking garage on premises,Private hot tub - available all year,open 24 hours,TV with standard cable,Fast wifi – 93 Mbps,Dryer,Refrigerator,Fast wifi – 172 Mbps,Shared pool - available all year,open specific hours,43 inch HDTV with standard cable,Free street parking,Hair dryer,Ski-in/Ski-out,Private patio or balcony,Luggage dropoff allowed,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Fast wifi – 481 Mbps,Free dryer,50 inch HDTV with Amazon Prime Video,Chromecast,Disney+,HBO Max,Hulu,Netflix,Portable air conditioning,Valley view,Fast wifi – 213 Mbps,43 inch HDTV with Netflix,Fast wifi – 94 Mbps,Paid dryer – In building,Microwave,Fast wifi – 294 Mbps,Patio or balcony,Sauna,55 inch HDTV,Backyard,40 inch HDTV with standard cable,Fast wifi – 321 Mbps,40 inch HDTV,Samsung refrigerator,Long term stays allowed,Fast wifi – 375 Mbps,Bathtub,HDTV with Roku,Paid washer – In building,Fast wifi – 273 Mbps,50 inch HDTV with premium cable,High chair,Shared backyard – Fully fenced,Free residential garage on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,infinity,lap pool,rooftop,Private hot tub,54 inch HDTV with Netflix,Garden view,Fast wifi – 446 Mbps,Fast wifi – 138 Mbps,55 inch HDTV with Netflix,standard cable,50 inch HDTV with standard cable,Netflix,Central air conditioning,Window AC unit,Free washer – In building,Free dryer – In building,Fast wifi – 223 Mbps,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,Shared hot tub,60 inch HDTV with standard cable,Fast wifi – 520 Mbps,50 inch TV with Netflix,Shared outdoor pool - available all year,open specific hours,rooftop,Shared hot tub - available all year,open specific hours,50 inch HDTV with Netflix,premium cable,Shared pool,42 inch HDTV with standard cable,Fast wifi – 505 Mbps,Courtyard view,Fast wifi – 560 Mbps,Free parking on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Private backyard,60 inch HDTV with Netflix,Amazon Prime Video,AC - split type ductless system,Fast wifi – 576 Mbps,HDTV with Disney+,Netflix,Shared backyard,Park view,Fast wifi – 510 Mbps,50 inch HDTV with Netflix,HDTV,50 inch HDTV,Free driveway parking on premises – 1 space,Fast wifi – 139 Mbps,HDTV with Netflix,premium cable,Fast wifi – 477 Mbps,55 inch HDTV with Netflix,premium cable,standard cable,Free residential garage on premises – 1 space,Shared indoor pool - available all year,open specific hours,rooftop,60 inch HDTV with Netflix,Private backyard – Not fully fenced,Fast wifi – 313 Mbps,Fast wifi – 216 Mbps,Free residential garage on premises,Shared outdoor pool - available all year,open specific hours,infinity,65 inch HDTV,Lake view,TV with Netflix,standard cable,30 inch TV with Roku,Netflix,Shared pool - available all year,Fast wifi – 327 Mbps,Free carport on premises – 1 space,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,43 inch HDTV with Netflix,standard cable,58 inch HDTV with Netflix,Free carport on premises – 2 spaces,HDTV with Amazon Prime Video,Disney+,Netflix,Private sauna,45 inch TV with Netflix,Fast wifi – 60 Mbps,Shared outdoor pool - available all year,open specific hours,olympic-sized,40 inch HDTV with Chromecast,standard cable,Fast wifi – 318 Mbps,60 inch HDTV with Apple TV,Amazon Prime Video,Disney+,Netflix,standard cable,42 inch HDTV with Netflix,58 inch HDTV,Fast wifi – 69 Mbps,43 inch HDTV with HBO Max,premium cable,32 inch TV,Shared patio or balcony,Shared backyard – Not fully fenced,50 inch HDTV with standard cable,Fast wifi – 506 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,HDTV with Netflix,Disney+,Amazon Prime Video,standard cable,43 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,52 inch HDTV with Roku,Netflix,Apple TV,Disney+,Amazon Prime Video,HBO Max,Fast wifi – 165 Mbps,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Fast wifi – 317 Mbps,46 inch HDTV with Fire TV,Netflix,Private backyard – Fully fenced,Fast wifi – 203 Mbps,45 inch HDTV with standard cable,43 inch HDTV,Fast wifi – 503 Mbps,HDTV with Disney+,Netflix,standard cable,Amazon Prime Video,HDTV with Netflix,Amazon Prime Video,Disney+,Fast wifi – 140 Mbps,32 inch HDTV with Fire TV,standard cable,Paid parking on premises,Free driveway parking on premises,43 inch HDTV with standard cable,Netflix,55 inch HDTV with standard cable,43 inch HDTV with Amazon Prime Video,Chromecast,Disney+,HBO Max,Netflix,43 inch TV with Disney+,Netflix,Fast wifi – 332 Mbps,HDTV with Roku,standard cable,52 inch HDTV with Disney+,Netflix,Roku,43 inch TV,Fast wifi – 248 Mbps,60 inch HDTV,32 inch HDTV with standard cable,Fast wifi – 295 Mbps,Fast wifi – 218 Mbps,Fast wifi – 411 Mbps,32 inch HDTV with Fire TV,Netflix,premium cable,Fast wifi – 205 Mbps,Challenger refrigerator,Crib - available upon request,Private outdoor pool - available all year,open specific hours,lap pool,42 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 58 Mbps,42 inch HDTV with Netflix,standard cable,Pack ’n play/Travel crib,Fast wifi – 414 Mbps,Indoor fireplace
2,3763,0,1325,1350,0,4,1084,1164755630607378661,Loft in Buenos Aires,01/18/25 - 01/21/25,0,271,6,5,5.0 (11),1,https://www.airbnb.com/rooms/1164755630607378661?room_types%5B%5D=Entire%20home%2Fapt,22,0,0,NaN,0,0,0,NaN,1 bed,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3758,0,1320,1350,0,4,1084,1261290493404388782,Condo in Medellín,01/18/25 - 01/21/25,0,271,7,5,5.0 (4),1,https://www.airbnb.com/rooms/1261290493404388782?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,2 beds,FALSE,TRUE,,,,,,,,FALSE,FALSE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3753,0,1315,1350,0,4,1084,1160214641699937025,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,271,8,5,5.0 (25),1,https://www.airbnb.com/rooms/1160214641699937025?room_types%5B%5D=Entire%20home%2Fapt,24,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3753,0,1340,1325,0,4,1084,894979116012452205,Home in Medellín,01/18/25 - 01/21/25,0,271,3,4.95,4.95 (58),6,https://www.airbnb.com/rooms/894979116012452205?room_types%5B%5D=Entire%20home%2Fapt,19,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3748,0,1335,1325,0,4,1084,960221971109966772,Loft in La América,01/18/25 - 01/21/25,0,271,4,4.95,4.95 (58),6,https://www.airbnb.com/rooms/960221971109966772?room_types%5B%5D=Entire%20home%2Fapt,20,0,0,NaN,0,0,0,NaN,1 double bed,FALSE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3748,0,1350,1310,0,4,1084,1012494277776847329,Apartment in Guayabal,01/18/25 - 01/21/25,0,271,1,4.92,4.92 (37),9,https://www.airbnb.com/rooms/1012494277776847329?room_types%5B%5D=Entire%20home%2Fapt,13,0,0,NaN,0,0,0,NaN,1 bed,FALSE,,TRUE,TRUE,,,,,,FALSE,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3733,0,1340,1305,0,4,1084,15889272,Apartment in Belén,01/18/25 - 01/21/25,0,271,3,4.91,4.91 (171),10,https://www.airbnb.com/rooms/15889272?room_types%5B%5D=Entire%20home%2Fapt,19,0,0,NaN,0,0,0,NaN,3 beds,FALSE,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3723,0,1285,1350,0,4,1084,1185561550634852669,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,271,14,5,5.0 (12),1,https://www.airbnb.com/rooms/1185561550634852669?room_types%5B%5D=Entire%20home%2Fapt,30,0,0,NaN,0,0,0,NaN,1 queen bed,FALSE,,TRUE,,,,,TRUE,,FALSE,FALSE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3723,0,1285,1350,0,4,1084,1018791174925292196,Loft in Buenos Aires,01/18/25 - 01/21/25,0,271,14,5,5.0 (50),1,https://www.airbnb.com/rooms/1018791174925292196?room_types%5B%5D=Entire%20home%2Fapt,30,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3718,0,1280,1350,0,4,1084,1080734644084993575,Apartment in Medellín,01/18/25 - 01/21/25,0,271,15,5,5.0 (20),1,https://www.airbnb.com/rooms/1080734644084993575?room_types%5B%5D=Entire%20home%2Fapt,31,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
